,activ1,activ10,activ11,activ12,activ13,activ14,activ15,activ16,activ17,activ18,activ19,activ2,activ20,activ21,activ22,activ23,activ24,activ25,activ26,activ27,activ28,activ29,activ3,activ30,activ31,activ32,activ33,activ34,activ35,activ36,activ37,activ38,activ39,activ4,activ40,activ41,activ42,activ43,activ44,activ45,activ46,activ47,activ48,activ49,activ5,activ50,activ51,activ52,activ53,activ54,activ55,activ56,activ57,activ58,activ59,activ6,activ60,activ61,activ62,activ63,activ64,activ65,activ66,activ67,activ68,activ69,activ7,activ70,activ71,activ72,activ73,activ74,activ75,activ76,activ8,activ9,hiweight,icetv2x,idnumber,loweight,snobd2x,snork2x,soc3x,soft3x,tab086a,tab086aa,tab194a,tab228,tab231,tab245a,tab285a,tenn2x,voll3x,walk8x,wghts2x,wski2x,wsrf2x,xski2x,xski6x
1326,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,157.67,0.00,1327.00,0.64,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1327,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,141.11,0.00,1328.00,0.58,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1328,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4650.30,0.00,1329.00,0.94,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,70.00,0.00,0.00,0.00,0.00,0.00
1329,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,406.50,0.00,1330.00,1.43,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00
1330,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,186.69,0.00,1331.00,0.76,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,20.00,52.00,0.00,0.00,0.00,0.00
1331,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,2241.35,0.00,1332.00,0.56,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00
1332,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,257.59,0.00,1333.00,1.06,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1333,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,1769.44,0.00,1334.00,0.47,5.00,0.00,0.00,0.00,Yes,No,No,No,No,No,No,2.00,0.00,100.00,0.00,0.00,0.00,7.00,3.00
1334,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1832.74,0.00,1335.00,1.43,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1335,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2848.51,0.00,1336.00,0.58,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1336,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,1809.82,0.00,1337.00,1.73,0.00,2.00,90.00,90.00,No,No,No,No,No,No,Yes,0.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00
1337,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,145.49,0.00,1338.00,0.60,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,0.00,0.00,295.00,0.00,0.00,0.00,2.00,0.00
1338,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1940.08,0.00,1339.00,1.85,0.00,0.00,0.00,0.00,No,No,No,No,Yes,No,No,0.00,0.00,40.00,130.00,0.00,0.00,0.00,0.00
1339,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,227.64,0.00,1340.00,0.93,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1340,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,575.61,0.00,1341.00,0.55,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
1341,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1887.76,0.00,1342.00,1.74,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1342,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,791.65,0.00,1343.00,0.76,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00
1343,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,1188.28,0.00,1344.00,1.36,0.00,0.00,0.00,5.00,No,No,No,No,No,No,No,0.00,10.00,20.00,0.00,0.00,0.00,0.00,0.00
1344,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4825.97,0.00,1345.00,0.98,0.00,0.00,0.00,0.00,No,No,No,No,Yes,No,No,0.00,0.00,20.00,30.00,0.00,0.00,0.00,0.00
1345,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2241.35,0.00,1346.00,0.56,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00
1346,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,1060.50,0.00,1347.00,4.36,15.00,0.00,0.00,0.00,Yes,No,No,No,No,No,No,5.00,1.00,50.00,0.00,0.00,0.00,0.00,0.00
1347,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,1717.00,0.00,1348.00,1.34,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,350.00,60.00,0.00,0.00,0.00,0.00
1348,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,2230.80,0.00,1349.00,1.74,0.00,0.00,0.00,0.00,No,No,No,Yes,Yes,No,No,12.00,10.00,0.00,165.00,0.00,0.00,0.00,0.00
1349,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,791.65,0.00,1350.00,0.76,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00
1350,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,215.00,0.00,1351.00,0.88,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,20.00,0.00,100.00,0.00,0.00,0.00,10.00,5.00
1351,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,430.35,0.00,1352.00,1.74,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00
1352,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,4779.52,0.00,1353.00,0.97,0.00,0.00,0.00,0.00,No,No,No,Yes,Yes,No,No,0.00,0.00,150.00,50.00,0.00,0.00,0.00,0.00
1353,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,388.00,1.00,1354.00,0.69,0.00,0.00,0.00,2.00,No,No,No,No,No,No,No,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
1354,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,215.00,0.00,1355.00,0.88,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,0.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00
1355,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,701.67,0.00,1356.00,2.84,0.00,1.00,0.00,0.00,No,No,Yes,Yes,No,No,No,0.00,0.00,365.00,0.00,0.00,0.00,0.00,0.00
1356,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,208.29,0.00,1357.00,0.86,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1357,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,227.64,0.00,1358.00,0.93,0.00,0.00,0.00,0.00,No,No,No,No,Yes,No,No,0.00,0.00,0.00,108.00,0.00,0.00,0.00,0.00
1358,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4825.97,0.00,1359.00,0.98,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00
1359,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5367.86,0.00,1360.00,1.35,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,340.00,100.00,0.00,0.00,0.00,0.00
1360,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,270.46,0.00,1361.00,1.34,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,8.00,120.00,0.00,0.00,0.00,0.00,0.00
1361,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,2653.05,0.00,1362.00,0.54,0.00,3.00,0.00,0.00,No,No,No,Yes,No,No,No,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00
1362,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2241.35,0.00,1363.00,0.56,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,365.00,0.00,0.00,0.00,0.00,0.00
1363,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,4825.97,0.00,1364.00,0.98,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00
1364,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,560.00,0.00,1365.00,2.30,0.00,0.00,12.00,0.00,No,No,No,No,No,No,Yes,6.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00
1365,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,585.83,0.00,1366.00,2.37,0.00,0.00,5.00,0.00,No,No,No,Yes,No,No,No,0.00,15.00,365.00,0.00,0.00,0.00,0.00,0.00
1366,Yes,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2833.07,0.00,1367.00,0.71,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,90.00,0.00,0.00,0.00,0.00,0.00
1367,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5810.00,0.00,1368.00,4.53,2.00,0.00,0.00,0.00,Yes,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1368,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,267.10,0.00,1369.00,1.08,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,300.00,0.00,0.00,0.00,0.00
1369,Yes,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,1097.63,0.00,1370.00,1.34,0.00,0.00,0.00,0.00,No,No,No,Yes,Yes,No,No,0.00,0.00,300.00,90.00,0.00,0.00,0.00,0.00
1370,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,4825.97,0.00,1371.00,0.98,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00
1371,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,157.67,0.00,1372.00,0.64,0.00,0.00,0.00,0.00,No,No,No,Yes,Yes,No,No,0.00,0.00,75.00,2.00,0.00,0.00,0.00,0.00
1372,Yes,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,933.00,0.00,1373.00,0.47,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00
1373,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,2833.07,0.00,1374.00,0.71,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,0.00,0.00,200.00,0.00,0.00,0.00,0.00,0.00
1374,No,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,523.95,0.00,1375.00,0.50,0.00,0.00,0.00,0.00,No,No,No,Yes,No,No,No,0.00,0.00,50.00,100.00,0.00,0.00,0.00,0.00
1375,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,208.29,0.00,1376.00,0.86,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1376,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,1188.28,0.00,1377.00,1.36,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,182.00,0.00,0.00,0.00,0.00,0.00
1377,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,116.80,0.00,1378.00,0.61,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
